,ort,plz,bundesland,latitude,longitude,demand
845,Wülfrath,42489,Nordrhein-Westfalen,51.29032805,7.046631039094971,298
846,Wuppertal,42103,Nordrhein-Westfalen,51.25410155,7.136079856430032,225
847,Wuppertal,42105,Nordrhein-Westfalen,51.25941175,7.1365001698789525,162
848,Wuppertal,42107,Nordrhein-Westfalen,51.265652100000004,7.153925296605432,168
849,Wuppertal,42109,Nordrhein-Westfalen,51.26821925,7.142405272985923,194
850,Wuppertal,42111,Nordrhein-Westfalen,51.2967778,7.1546267000000014,217
851,Wuppertal,42113,Nordrhein-Westfalen,51.281574799999994,7.099806641310061,289
852,Wuppertal,42115,Nordrhein-Westfalen,51.25540385,7.1110259189384495,268
853,Wuppertal,42117,Nordrhein-Westfalen,51.2444934,7.110096540497406,224
854,Wuppertal,42119,Nordrhein-Westfalen,51.23737535,7.1483565812975725,180
855,Wuppertal,42275,Nordrhein-Westfalen,51.271868700000006,7.196434597328428,179
856,Wuppertal,42277,Nordrhein-Westfalen,51.28490220000001,7.237655398412689,179
857,Wuppertal,42279,Nordrhein-Westfalen,51.3005641,7.2338074542290585,293
858,Wuppertal,42281,Nordrhein-Westfalen,51.284515,7.1831457071146305,205
859,Wuppertal,42283,Nordrhein-Westfalen,51.272417299999994,7.177867897979275,217
860,Wuppertal,42285,Nordrhein-Westfalen,51.24610065,7.181434150000002,153
861,Wuppertal,42287,Nordrhein-Westfalen,51.24603785,7.1922836680872155,184
862,Wuppertal,42289,Nordrhein-Westfalen,51.27180545,7.227698936157119,240
863,Wuppertal,42327,Nordrhein-Westfalen,51.2488714,7.040216437874222,211
864,Wuppertal,42329,Nordrhein-Westfalen,51.23203775,7.076298342055521,237
865,Wuppertal,42349,Nordrhein-Westfalen,51.23266965000001,7.141053206896696,227
866,Wuppertal,42369,Nordrhein-Westfalen,51.22490175,7.198925078121143,240
867,Wuppertal,42389,Nordrhein-Westfalen,51.28064295,7.262507285824749,219
868,Wuppertal,42399,Nordrhein-Westfalen,51.234276200000004,7.280286230801615,204
869,Würselen,52146,Nordrhein-Westfalen,50.816551700000005,6.143780119768532,246
870,Xanten,46509,Nordrhein-Westfalen,51.69998055,6.3743494182225495,264
871,Zülpich,53909,Nordrhein-Westfalen,50.678200200000006,6.678660243715814,214
