ort,plz,bundesland,latitude,longitude
Harsewinkel,33428,Nordrhein-Westfalen,51.9589705,8.237811749999999
Hattingen,45525,Nordrhein-Westfalen,51.40443625,7.200600441901036
Hattingen,45527,Nordrhein-Westfalen,51.39117145,7.226228700229173
Hattingen,45529,Nordrhein-Westfalen,51.41249715,7.179776171858162
Havixbeck,48329,Nordrhein-Westfalen,51.9711868,7.418144908386154
Heek,48619,Nordrhein-Westfalen,52.1681554,7.118767832795903
Heiden,46359,Nordrhein-Westfalen,51.82095055,6.950831496063081
Heiligenhaus,42579,Nordrhein-Westfalen,51.3315634,6.930480203207547
Heimbach,52396,Nordrhein-Westfalen,50.63099285,6.4869778246854715
Heinsberg,52525,Nordrhein-Westfalen,51.05487655,6.164823000935314
Hellenthal,53940,Nordrhein-Westfalen,50.491312,6.435029143180106
Hemer,58675,Nordrhein-Westfalen,51.38462155,7.758418479372624
Hennef (Sieg),53773,Nordrhein-Westfalen,50.7285653,7.372567456065626
Herdecke,58313,Nordrhein-Westfalen,51.397985399999996,7.430184239412689
Herford,32049,Nordrhein-Westfalen,52.1329377,8.708363667755814
Herford,32051,Nordrhein-Westfalen,52.1147261,8.626669799999998
Herford,32052,Nordrhein-Westfalen,52.090483899999995,8.65901998905969
Herne,44623,Nordrhein-Westfalen,51.537516999999994,7.222013976106257
Herne,44625,Nordrhein-Westfalen,51.529612650000004,7.202429271209725
Herne,44627,Nordrhein-Westfalen,51.551828150000006,7.271927241836827
Herne,44628,Nordrhein-Westfalen,51.56911115,7.2417376999999945
Herne,44629,Nordrhein-Westfalen,51.55526185,7.2113602437041555
Herne,44649,Nordrhein-Westfalen,51.53304617464299,7.154134716592521
Herne,44651,Nordrhein-Westfalen,51.51125355,7.157614779704011
Herne,44652,Nordrhein-Westfalen,51.5258719,7.173902191669539
Herne,44653,Nordrhein-Westfalen,51.54364786066449,7.160696219576688
Herscheid,58849,Nordrhein-Westfalen,51.1677518,7.744302750073313
Herten,45699,Nordrhein-Westfalen,51.603760300000005,7.151737483281782
Herten,45701,Nordrhein-Westfalen,51.60267925,7.111883493549499
Herzebrock-Clarholz,33442,Nordrhein-Westfalen,51.895516900000004,8.2365728082006
Herzogenrath,52134,Nordrhein-Westfalen,50.8605761,6.10035785143511
Hiddenhausen,32120,Nordrhein-Westfalen,52.1424679,8.61503725
Hilchenbach,57271,Nordrhein-Westfalen,50.9837799,8.119926975553252
Hilden,40721,Nordrhein-Westfalen,51.1734657,6.936619788103449
Hilden,40723,Nordrhein-Westfalen,51.155937550000004,6.942245550577116
Hilden,40724,Nordrhein-Westfalen,51.18089035,6.953968746991277
Hille,32479,Nordrhein-Westfalen,52.331772,8.77727543386902
Holzwickede,59439,Nordrhein-Westfalen,51.5155947,7.625775131535269
Hopsten,48496,Nordrhein-Westfalen,52.407297650000004,7.649693749049831
Horn-Bad Meinberg,32805,Nordrhein-Westfalen,51.84761225,8.973797547652275
Hörstel,48477,Nordrhein-Westfalen,52.25005425,7.6323993770042655
Horstmar,48612,Nordrhein-Westfalen,52.1000162,7.306445107508525
Hövelhof,33161,Nordrhein-Westfalen,51.811693149999996,8.675947850676778
Höxter,37671,Nordrhein-Westfalen,51.77744785,9.387662423048695
Hückelhoven,41836,Nordrhein-Westfalen,51.03848865,6.244283092791897
Hückeswagen,42499,Nordrhein-Westfalen,51.15123955,7.33681005
Hüllhorst,32609,Nordrhein-Westfalen,52.2550517,8.695782850696384
Hünxe,46569,Nordrhein-Westfalen,51.649432649999994,6.775822328369512
Hürtgenwald,52393,Nordrhein-Westfalen,50.71265685,6.371177840988525
Hürth,50354,Nordrhein-Westfalen,50.8742561,6.849756714080373
Ibbenbüren,49477,Nordrhein-Westfalen,52.27207435,7.702173261712374
Ibbenbüren,49479,Nordrhein-Westfalen,52.2720952,7.783785822243011
Inden,52459,Nordrhein-Westfalen,50.8649164,6.373503680099621
Iserlohn,58636,Nordrhein-Westfalen,51.3746702,7.703530463484233
Iserlohn,58638,Nordrhein-Westfalen,51.38470115,7.676021409465559
Iserlohn,58640,Nordrhein-Westfalen,51.433931599999994,7.675286466426355
Iserlohn,58642,Nordrhein-Westfalen,51.3646819,7.602911186439543
Iserlohn,58644,Nordrhein-Westfalen,51.340474650000004,7.685585893779903
Isselburg,46419,Nordrhein-Westfalen,51.8187638,6.51767615
Issum,47661,Nordrhein-Westfalen,51.5212178,6.422520849377346
Jüchen,41363,Nordrhein-Westfalen,51.13316055,6.512402464946227
Jülich,52428,Nordrhein-Westfalen,50.8956351,6.358715601745878
Kaarst,41564,Nordrhein-Westfalen,51.2109787,6.582241170833335
Kalkar,47546,Nordrhein-Westfalen,51.7402634,6.281808548191929
Kall,53925,Nordrhein-Westfalen,50.53887285,6.548923320036774
Kalletal,32689,Nordrhein-Westfalen,52.09573025,8.909046391310888
Kamen,59174,Nordrhein-Westfalen,51.5827583,7.656877162499999
Kamp-Lintfort,47475,Nordrhein-Westfalen,51.5200643,6.533145864768327
Kempen,47906,Nordrhein-Westfalen,51.3777527,6.422241259650173
Kerken,47647,Nordrhein-Westfalen,51.44834055,6.382046946929046
Kerpen,50169,Nordrhein-Westfalen,50.92086415,6.722128497525362
Kerpen,50170,Nordrhein-Westfalen,50.8605365,6.584006371263345
Kerpen,50171,Nordrhein-Westfalen,50.8793943,6.689681172944385
Kevelaer,47623,Nordrhein-Westfalen,51.57672515,6.2314273277363625
Kevelaer,47624,Nordrhein-Westfalen,51.5488292,6.205274089197694
Kevelaer,47625,Nordrhein-Westfalen,51.56685315,6.30846512526883
Kevelaer,47626,Nordrhein-Westfalen,51.594006300000004,6.336980732214046
Kevelaer,47627,Nordrhein-Westfalen,51.627122650000004,6.278590238094519
Kierspe,58566,Nordrhein-Westfalen,51.1451584,7.586494054824804
Kirchhundem,57399,Nordrhein-Westfalen,51.09386485,8.14401825
Kirchlengern,32278,Nordrhein-Westfalen,52.21698535,8.652483393666813
Kleve,47533,Nordrhein-Westfalen,51.7986813,6.144997507331901
Köln,50667,Nordrhein-Westfalen,50.9398087,6.954751090981728
Köln,50668,Nordrhein-Westfalen,50.950473099999996,6.962944576674442
Köln,50670,Nordrhein-Westfalen,50.946885,6.9449965348230425
Köln,50672,Nordrhein-Westfalen,50.94250615,6.934572671497315
Köln,50674,Nordrhein-Westfalen,50.931950400000005,6.9335384749522015
Köln,50676,Nordrhein-Westfalen,50.930204849999996,6.953021444701506
Köln,50677,Nordrhein-Westfalen,50.9222793,6.94912510305374
Köln,50678,Nordrhein-Westfalen,50.9242002,6.961637841547946
Köln,50679,Nordrhein-Westfalen,50.939560900000004,6.9760449321902565
Köln,50733,Nordrhein-Westfalen,50.95857345,6.949831185225754
Köln,50735,Nordrhein-Westfalen,50.97866055,6.96717688534919
Köln,50737,Nordrhein-Westfalen,50.9940548,6.928347097162531
Köln,50739,Nordrhein-Westfalen,50.96071255,6.935755664713769
Köln,50765,Nordrhein-Westfalen,51.0026254,6.8531797306429
Köln,50767,Nordrhein-Westfalen,50.9982944,6.876096676987691
Köln,50769,Nordrhein-Westfalen,51.0463819,6.846745120338021
Köln,50823,Nordrhein-Westfalen,50.950820300000004,6.9259110766796725
Köln,50825,Nordrhein-Westfalen,50.95508145,6.911612981475736
Köln,50827,Nordrhein-Westfalen,50.9558409,6.894019397276265
Köln,50829,Nordrhein-Westfalen,50.9721119,6.868699523533536
Köln,50858,Nordrhein-Westfalen,50.93003885,6.849050450000002
Köln,50859,Nordrhein-Westfalen,50.958173450000004,6.841959027476878
Köln,50931,Nordrhein-Westfalen,50.93346305,6.916362941138541
Köln,50933,Nordrhein-Westfalen,50.936403299999995,6.899496159257522
Köln,50935,Nordrhein-Westfalen,50.926227499999996,6.896781214090561
Köln,50937,Nordrhein-Westfalen,50.91333435,6.919625032189727
Köln,50939,Nordrhein-Westfalen,50.90953305,6.925924052054296
Köln,50968,Nordrhein-Westfalen,50.90141605,6.966656094691265
Köln,50969,Nordrhein-Westfalen,50.90285025,6.939591087154449
Köln,50996,Nordrhein-Westfalen,50.88153695,6.98367877746361
Köln,50997,Nordrhein-Westfalen,50.8653211,6.945951648685249
Köln,50999,Nordrhein-Westfalen,50.8720503,7.017388477176771
Köln,51061,Nordrhein-Westfalen,50.98168455,7.022847339704133
Köln,51063,Nordrhein-Westfalen,50.97257005,7.002334906564563
Köln,51065,Nordrhein-Westfalen,50.9599008,7.008073802434184
Köln,51067,Nordrhein-Westfalen,50.97473455,7.040212258992347
Köln,51069,Nordrhein-Westfalen,50.97566155,7.074264082771038
Köln,51103,Nordrhein-Westfalen,50.9408674,6.995438899999998
Köln,51105,Nordrhein-Westfalen,50.9162988,6.994311633918838
Köln,51107,Nordrhein-Westfalen,50.9187687,7.095036070436279
Köln,51109,Nordrhein-Westfalen,50.9450109,7.0734987180578965
Köln,51143,Nordrhein-Westfalen,50.889594200000005,7.05728840875
Köln,51145,Nordrhein-Westfalen,50.88341815,7.079491763148049
Köln,51147,Nordrhein-Westfalen,50.8532745,7.124672871699496
Köln,51149,Nordrhein-Westfalen,50.91354655000001,7.016883684975676
Köln,51467,Nordrhein-Westfalen,51.0201255,7.071655160851078
Königswinter,53639,Nordrhein-Westfalen,50.6974816,7.273778869001809
Korschenbroich,41352,Nordrhein-Westfalen,51.17346675,6.594711744433615
Kranenburg,47559,Nordrhein-Westfalen,51.783818350000004,6.055047912153277
Krefeld,47798,Nordrhein-Westfalen,51.33300735,6.5581659988815915
Krefeld,47799,Nordrhein-Westfalen,51.337604850000005,6.57641720959899
Krefeld,47800,Nordrhein-Westfalen,51.3492502,6.601584771292194
Krefeld,47802,Nordrhein-Westfalen,51.385667600000005,6.595969799684728
Krefeld,47803,Nordrhein-Westfalen,51.35510985,6.565591670088629
Krefeld,47804,Nordrhein-Westfalen,51.31902135,6.5305185269525285
Krefeld,47805,Nordrhein-Westfalen,51.317658800000004,6.563564602912973
Krefeld,47807,Nordrhein-Westfalen,51.316309700000005,6.584038402188428
Krefeld,47809,Nordrhein-Westfalen,51.318319450000004,6.618156363326452
Krefeld,47829,Nordrhein-Westfalen,51.353670449999996,6.651164551971831
Krefeld,47839,Nordrhein-Westfalen,51.372977950000006,6.50853376750936
Kreuzau,52372,Nordrhein-Westfalen,50.7383479,6.479966746998315
Kreuztal,57223,Nordrhein-Westfalen,50.95995035,7.991770151471894
Kürten,51515,Nordrhein-Westfalen,51.0553505,7.240517579623778
Ladbergen,49549,Nordrhein-Westfalen,52.13611135,7.755019661914354
Laer,48366,Nordrhein-Westfalen,52.06044915,7.357283324317801
Lage,32791,Nordrhein-Westfalen,52.01532885,8.791388338273944
Langenberg,33449,Nordrhein-Westfalen,51.7634828,8.321290305917122
Langenfeld (Rheinland),40764,Nordrhein-Westfalen,51.13149665,6.97234770767407
Langerwehe,52379,Nordrhein-Westfalen,50.817578749999996,6.356655541577968
Legden,48739,Nordrhein-Westfalen,52.05393905,7.14484621212177
Leichlingen,42799,Nordrhein-Westfalen,51.122489200000004,7.0929251015240755
Lemgo,32657,Nordrhein-Westfalen,52.0119898,8.91325811431397
Lengerich,49525,Nordrhein-Westfalen,52.18679655,7.846440045106753
Lennestadt,57368,Nordrhein-Westfalen,51.162319600000004,8.139550062785862
Leopoldshöhe,33818,Nordrhein-Westfalen,51.9804151,8.672031392327288
Leverkusen,51371,Nordrhein-Westfalen,51.05800335,6.94305464609913
Leverkusen,51373,Nordrhein-Westfalen,51.0319154,7.008202620953728
Leverkusen,51375,Nordrhein-Westfalen,51.0351673,7.064446621988273
Leverkusen,51377,Nordrhein-Westfalen,51.042046400000004,7.0845416056624115
Leverkusen,51379,Nordrhein-Westfalen,51.07268545,7.005105558059201
Leverkusen,51381,Nordrhein-Westfalen,51.071322800000004,7.045199091207697
Lichtenau,33165,Nordrhein-Westfalen,51.616294999999994,8.901453499999999
Lienen,49536,Nordrhein-Westfalen,52.13191465,7.941481362479925
Lindlar,51789,Nordrhein-Westfalen,51.03084455,7.421571363388775
Linnich,52441,Nordrhein-Westfalen,51.0024088,6.284915815058824
Lippetal,59510,Nordrhein-Westfalen,51.668610799999996,8.102735103968456
Lippstadt,59555,Nordrhein-Westfalen,51.69122005,8.339343091002407
Lippstadt,59556,Nordrhein-Westfalen,51.67649875,8.298068734493377
Lippstadt,59557,Nordrhein-Westfalen,51.65139945,8.349307614082807
Lippstadt,59558,Nordrhein-Westfalen,51.670099050000005,8.407453929082372
Lohmar,53797,Nordrhein-Westfalen,50.83760595,7.28231883004192
Löhne,32584,Nordrhein-Westfalen,52.1994306,8.724311468312004
Lotte,49504,Nordrhein-Westfalen,52.3239893,7.938170926916559
Lübbecke,32312,Nordrhein-Westfalen,52.308848749999996,8.652774650000001
Lüdenscheid,58507,Nordrhein-Westfalen,51.22858685,7.615467518320479
Lüdenscheid,58509,Nordrhein-Westfalen,51.22332375,7.618512898402702
Lüdenscheid,58511,Nordrhein-Westfalen,51.21806435,7.651007858316559
Lüdenscheid,58513,Nordrhein-Westfalen,51.2337423,7.671986817414421
Lüdenscheid,58515,Nordrhein-Westfalen,51.19926785,7.635684014404827
Lüdinghausen,59348,Nordrhein-Westfalen,51.78149535,7.282414205374016
Lügde,32676,Nordrhein-Westfalen,51.9552597,9.245683143320434
Lünen,44532,Nordrhein-Westfalen,51.60420775,7.527635866660244
Lünen,44534,Nordrhein-Westfalen,51.62068715,7.51892135569941
Lünen,44536,Nordrhein-Westfalen,51.61558185,7.502007593681009
Marienheide,51709,Nordrhein-Westfalen,51.083557400000004,7.525769015494443
Marienmünster,37696,Nordrhein-Westfalen,51.822949300000005,9.227893379558102
Marl,45768,Nordrhein-Westfalen,51.660391399999995,7.068269168968099
Marl,45770,Nordrhein-Westfalen,51.64816505,7.098632201075705
Marl,45772,Nordrhein-Westfalen,51.69131815,7.1005518
Marsberg,34431,Nordrhein-Westfalen,51.46041645,8.851752747826637
Mechernich,53894,Nordrhein-Westfalen,50.59916005,6.660348978414837
Meckenheim,53340,Nordrhein-Westfalen,50.626755349999996,7.023567615569973
Medebach,59964,Nordrhein-Westfalen,51.204646049999994,8.680693894352094
Meerbusch,40667,Nordrhein-Westfalen,51.2652237,6.6760958
Meerbusch,40668,Nordrhein-Westfalen,51.30631795,6.628961332701886
Meerbusch,40670,Nordrhein-Westfalen,51.26994855,6.618341941813967
Meinerzhagen,58540,Nordrhein-Westfalen,51.113502499999996,7.714929720060013
Menden,58706,Nordrhein-Westfalen,51.43656545,7.79458101330645
Menden,58708,Nordrhein-Westfalen,51.4337932,7.851107733164232
Menden,58710,Nordrhein-Westfalen,51.4128106,7.833288514142815
Merzenich,52399,Nordrhein-Westfalen,50.83744415,6.578414025569481
Meschede,59872,Nordrhein-Westfalen,51.375079799999995,8.169928728571442
Metelen,48629,Nordrhein-Westfalen,52.148902199999995,7.2112232690310325
Mettingen,49497,Nordrhein-Westfalen,52.3286123,7.777516304249444
Mettmann,40822,Nordrhein-Westfalen,51.25065035,6.97866233620086
Minden,32423,Nordrhein-Westfalen,52.308665950000005,8.962612130132191
Minden,32425,Nordrhein-Westfalen,52.3251102,8.875478100079455
Minden,32427,Nordrhein-Westfalen,52.28099545,8.904374050693153
Minden,32429,Nordrhein-Westfalen,52.2682348,8.886054050211989
Moers,47441,Nordrhein-Westfalen,51.446907350000004,6.639689466944373
Moers,47443,Nordrhein-Westfalen,51.46537835,6.652126028271361
Moers,47445,Nordrhein-Westfalen,51.49239995,6.605817512347768
Moers,47447,Nordrhein-Westfalen,51.4269411,6.639290634593416
Möhnesee,59519,Nordrhein-Westfalen,51.50348565,8.15448569811528
Mönchengladbach,41061,Nordrhein-Westfalen,51.1943408,6.433352978493501
Mönchengladbach,41063,Nordrhein-Westfalen,51.2122746,6.424841561746819
Mönchengladbach,41065,Nordrhein-Westfalen,51.1811599,6.444388233271518
Mönchengladbach,41066,Nordrhein-Westfalen,51.231082799999996,6.472103549999995
Mönchengladbach,41068,Nordrhein-Westfalen,51.2023193,6.391345281926702
Mönchengladbach,41069,Nordrhein-Westfalen,51.17754275,6.4099050602325605
Mönchengladbach,41169,Nordrhein-Westfalen,51.2062803,6.34230213408782
Mönchengladbach,41179,Nordrhein-Westfalen,51.166792,6.386164808023702
Mönchengladbach,41189,Nordrhein-Westfalen,51.1326323,6.4019336
Mönchengladbach,41199,Nordrhein-Westfalen,51.12556335,6.454620921327262
Mönchengladbach,41236,Nordrhein-Westfalen,51.1656337,6.449042046178166
Mönchengladbach,41238,Nordrhein-Westfalen,51.1670982,6.4855004685034805
Mönchengladbach,41239,Nordrhein-Westfalen,51.166321749999994,6.433874206692289
Monheim am Rhein,40789,Nordrhein-Westfalen,51.102909249999996,6.895629780527469
Monschau,52156,Nordrhein-Westfalen,50.5142656,6.221576900260956
Morsbach,51597,Nordrhein-Westfalen,50.865560450000004,7.725091812566968
Much,53804,Nordrhein-Westfalen,50.84367325,7.414005973361523
Mülheim an der Ruhr,45468,Nordrhein-Westfalen,51.426483000000005,6.887012223248327
Mülheim an der Ruhr,45470,Nordrhein-Westfalen,51.407626300000004,6.918851486924685
Mülheim an der Ruhr,45472,Nordrhein-Westfalen,51.43642989999999,6.934068877102043
Mülheim an der Ruhr,45473,Nordrhein-Westfalen,51.44266815,6.8949094126618
Mülheim an der Ruhr,45475,Nordrhein-Westfalen,51.46938955,6.903202000000004
Mülheim an der Ruhr,45476,Nordrhein-Westfalen,51.44842885,6.849043455390689
Mülheim an der Ruhr,45478,Nordrhein-Westfalen,51.433693149999996,6.841204045808631
Mülheim an der Ruhr,45479,Nordrhein-Westfalen,51.420681061952244,6.85766232259829
Mülheim an der Ruhr,45481,Nordrhein-Westfalen,51.3849617,6.864841878059364
Münster,48143,Nordrhein-Westfalen,51.96044395,7.626244234828554
Münster,48145,Nordrhein-Westfalen,51.965964650000004,7.653678224183714
Münster,48147,Nordrhein-Westfalen,51.983947650000005,7.640189689051976
Münster,48149,Nordrhein-Westfalen,51.979754650000004,7.586237956572876
Münster,48151,Nordrhein-Westfalen,51.939695,7.6077743407875165
Münster,48153,Nordrhein-Westfalen,51.9369736,7.631044930718701
Münster,48155,Nordrhein-Westfalen,51.929717249999996,7.649414763605591
Münster,48157,Nordrhein-Westfalen,51.99599387136006,7.6806347394884815
Münster,48159,Nordrhein-Westfalen,52.0153914,7.602874276180668
Münster,48161,Nordrhein-Westfalen,51.98924935,7.5383949392965555
Münster,48163,Nordrhein-Westfalen,51.925820200000004,7.5676250000000005
Münster,48165,Nordrhein-Westfalen,51.9108428,7.608466059771766
Münster,48167,Nordrhein-Westfalen,51.9123582,7.71566467005772
Nachrodt-Wiblingwerde,58769,Nordrhein-Westfalen,51.313710150000006,7.616628915042507
Netphen,57250,Nordrhein-Westfalen,50.95226025,8.081624150731518
Nettersheim,53947,Nordrhein-Westfalen,50.49249715,6.6622585159946155
Nettetal,41334,Nordrhein-Westfalen,51.3092333,6.237523967628338
Neuenkirchen,48485,Nordrhein-Westfalen,52.23683565,7.367547941155164
Neuenrade,58809,Nordrhein-Westfalen,51.281592399999994,7.82475292536957
Neukirchen-Vluyn,47506,Nordrhein-Westfalen,51.4413653,6.5726210625968715
Neunkirchen,57290,Nordrhein-Westfalen,50.7840542,8.031769302760086
Neunkirchen-Seelscheid,53819,Nordrhein-Westfalen,50.8576171,7.344489199242426
Neuss,41460,Nordrhein-Westfalen,51.22572535,6.68434605
Neuss,41462,Nordrhein-Westfalen,51.22570105,6.682868654631473
Neuss,41464,Nordrhein-Westfalen,51.1960552,6.66542862094972
Neuss,41466,Nordrhein-Westfalen,51.1564781,6.69983824001206
Neuss,41468,Nordrhein-Westfalen,51.16877085,6.75544527088344
Neuss,41469,Nordrhein-Westfalen,51.163562999999996,6.736268028378394
Neuss,41470,Nordrhein-Westfalen,51.135176349999995,6.7386826378760425
Neuss,41472,Nordrhein-Westfalen,51.16849190000001,6.652627345717514
Nideggen,52385,Nordrhein-Westfalen,50.688152450000004,6.55878667029908
Niederkassel,53859,Nordrhein-Westfalen,50.77409025,7.074168090204484
Niederkrüchten,41372,Nordrhein-Westfalen,51.2028546,6.148866430788381
Niederzier,52382,Nordrhein-Westfalen,50.90133335,6.44710540059289
Nieheim,33039,Nordrhein-Westfalen,51.80782655,9.082170236685283
Nordkirchen,59394,Nordrhein-Westfalen,51.7300377,7.553991610201027
Nordwalde,48356,Nordrhein-Westfalen,52.0843469,7.476234772964602
Nörvenich,52388,Nordrhein-Westfalen,50.7972798,6.6352612056304965
Nottuln,48301,Nordrhein-Westfalen,51.9046537,7.416174500000001
Nümbrecht,51588,Nordrhein-Westfalen,50.896148999999994,7.53387112604253
Oberhausen,46045,Nordrhein-Westfalen,51.4751766,6.862093964199655
Oberhausen,46047,Nordrhein-Westfalen,51.48438295,6.86706375
Oberhausen,46049,Nordrhein-Westfalen,51.47426925,6.84722945594115
Oberhausen,46117,Nordrhein-Westfalen,51.501221099999995,6.888209138495748
Oberhausen,46119,Nordrhein-Westfalen,51.5266272,6.879662303853383
Oberhausen,46145,Nordrhein-Westfalen,51.545936049999995,6.864303094284919
Oberhausen,46147,Nordrhein-Westfalen,51.559018800000004,6.8295298972522875
Oberhausen,46149,Nordrhein-Westfalen,51.50388735,6.844451014670174
Ochtrup,48607,Nordrhein-Westfalen,52.207677149999995,7.189268558475442
Odenthal,51519,Nordrhein-Westfalen,51.0424551,7.143367138766731
Oelde,59302,Nordrhein-Westfalen,51.8277489,8.149676849236645
Oer-Erkenschwick,45739,Nordrhein-Westfalen,51.640896999999995,7.2570095389517455
Oerlinghausen,33813,Nordrhein-Westfalen,51.9503862,8.674835349999997
Olfen,59399,Nordrhein-Westfalen,51.6994932,7.383123429329004
Olpe,57462,Nordrhein-Westfalen,51.028469349999995,7.852245530789796
Olsberg,59939,Nordrhein-Westfalen,51.3468577,8.488341491462254
Ostbevern,48346,Nordrhein-Westfalen,52.03654315,7.844960530076916
Overath,51491,Nordrhein-Westfalen,50.94200395,7.28079846695122
Paderborn,33098,Nordrhein-Westfalen,51.7059761,8.758516850019213
Paderborn,33100,Nordrhein-Westfalen,51.727899449999995,8.776045500000004
Paderborn,33102,Nordrhein-Westfalen,51.72000945,8.73017856248028
Paderborn,33104,Nordrhein-Westfalen,51.7419017,8.73016395
Paderborn,33106,Nordrhein-Westfalen,51.7171231,8.718141966999838
Paderborn,33154,Nordrhein-Westfalen,51.671488499999995,8.620921673333337
Paderborn,33161,Nordrhein-Westfalen,51.811693149999996,8.675947850676778
Petershagen,32469,Nordrhein-Westfalen,52.375323050000006,8.999220400000002
Plettenberg,58840,Nordrhein-Westfalen,51.2124009,7.872534637546296
Porta Westfalica,32457,Nordrhein-Westfalen,52.252649250000005,8.946975182894745
Preußisch Oldendorf,32361,Nordrhein-Westfalen,52.31256775,8.504347621477791
Pulheim,50259,Nordrhein-Westfalen,50.9733656,6.768663637657431
Radevormwald,42477,Nordrhein-Westfalen,51.229512400000004,7.309571200000005
Raesfeld,46348,Nordrhein-Westfalen,51.76920385,6.8375960871784525
Rahden,32369,Nordrhein-Westfalen,52.42936355,8.622630525823928
Ratingen,40472,Nordrhein-Westfalen,51.2712893,6.8267149793639925
Ratingen,40878,Nordrhein-Westfalen,51.2955635,6.8465414004560365
Ratingen,40880,Nordrhein-Westfalen,51.2987806,6.818114431579215
Ratingen,40882,Nordrhein-Westfalen,51.2990344,6.907473783638756
Ratingen,40883,Nordrhein-Westfalen,51.32788465,6.9009419548582915
Ratingen,40885,Nordrhein-Westfalen,51.343921550000005,6.849004174613659
Recke,49509,Nordrhein-Westfalen,52.36181445,7.709045564903164
Recklinghausen,45657,Nordrhein-Westfalen,51.62573165,7.1984783982069676
Recklinghausen,45659,Nordrhein-Westfalen,51.59557315,7.185535879061987
Recklinghausen,45661,Nordrhein-Westfalen,51.5646902,7.207129374040804
Recklinghausen,45663,Nordrhein-Westfalen,51.57101745,7.219128133345376
Recklinghausen,45665,Nordrhein-Westfalen,51.6095659,7.2576574349373315
Rees,46459,Nordrhein-Westfalen,51.7699738,6.377376340635938
Reichshof,51580,Nordrhein-Westfalen,50.934776,7.750552099999998
Reken,48734,Nordrhein-Westfalen,51.8368622,7.098259975501456
Remscheid,42853,Nordrhein-Westfalen,51.18481515,7.176716939932659
Remscheid,42855,Nordrhein-Westfalen,51.1935933,7.196211671780656
Remscheid,42857,Nordrhein-Westfalen,51.17173015,7.164650395788849
Remscheid,42859,Nordrhein-Westfalen,51.1656605,7.211338210294118
Remscheid,42897,Nordrhein-Westfalen,51.1963393,7.258334669708594
Remscheid,42899,Nordrhein-Westfalen,51.204979699999996,7.236671891955991
Rheda-Wiedenbrück,33378,Nordrhein-Westfalen,51.8532153,8.282864447149088
Rhede,46414,Nordrhein-Westfalen,51.84850365,6.688861811337786
Rheinbach,53359,Nordrhein-Westfalen,50.603132650000006,6.931423105122634
Rheinberg,47495,Nordrhein-Westfalen,51.5215276,6.686124946532275
Rheine,48429,Nordrhein-Westfalen,52.2799957,7.463576373151074
Rheine,48431,Nordrhein-Westfalen,52.275526,7.4263621001627005
Rheine,48432,Nordrhein-Westfalen,52.26677755,7.5144167137614115
Rheurdt,47509,Nordrhein-Westfalen,51.451270050000005,6.468155280879559
Rietberg,33397,Nordrhein-Westfalen,51.75425275,8.388781911512538
Rödinghausen,32289,Nordrhein-Westfalen,52.22499595,8.517085878466293
Roetgen,52159,Nordrhein-Westfalen,50.63696575,6.213200776633654
Rommerskirchen,41569,Nordrhein-Westfalen,51.06431845,6.675534029209352
Rosendahl,48720,Nordrhein-Westfalen,52.0419857,7.293133768553965
Rösrath,51503,Nordrhein-Westfalen,50.88655415,7.180347292932752
Ruppichteroth,53809,Nordrhein-Westfalen,50.84392285,7.476801091579635
Rüthen,59602,Nordrhein-Westfalen,51.50204975,8.43690398957862
Saerbeck,48369,Nordrhein-Westfalen,52.169999399999995,7.638746296773192
Salzkotten,33154,Nordrhein-Westfalen,51.671488499999995,8.620921673333337
Sankt Augustin,53757,Nordrhein-Westfalen,50.767888299999996,7.199806620764033
Sassenberg,48336,Nordrhein-Westfalen,52.0120567,8.035292134122022
Schalksmühle,58579,Nordrhein-Westfalen,51.25852365,7.559143253525908
Schermbeck,46514,Nordrhein-Westfalen,51.68987385,6.839192936379198
Schieder-Schwalenberg,32816,Nordrhein-Westfalen,51.91477805,9.157552873469236
Schlangen,33189,Nordrhein-Westfalen,51.80722335,8.847580250496687
Schleiden,53937,Nordrhein-Westfalen,50.529917749999996,6.477026499999996
Schloß Holte-Stukenbrock,33758,Nordrhein-Westfalen,51.9144078,8.603894050000001
Schmallenberg,57392,Nordrhein-Westfalen,51.1824891,8.34208555
Schöppingen,48624,Nordrhein-Westfalen,52.05896595,7.242721011605703
Schwalmtal,41366,Nordrhein-Westfalen,51.221957450000005,6.270684388647495
Schwelm,58332,Nordrhein-Westfalen,51.28896015,7.296525994959612
Schwerte,58239,Nordrhein-Westfalen,51.430142849999996,7.553018092910699
Selfkant,52538,Nordrhein-Westfalen,51.0372335,5.8840322796695474
Selm,59379,Nordrhein-Westfalen,51.6905046,7.466471552545629
Senden,48308,Nordrhein-Westfalen,51.913295000000005,7.481416051315354
Sendenhorst,48324,Nordrhein-Westfalen,51.84112835,7.839265962222906
Siegburg,53721,Nordrhein-Westfalen,50.789437199999995,7.217719177973876
Siegen,57072,Nordrhein-Westfalen,50.87695665,7.994307185880476
Siegen,57074,Nordrhein-Westfalen,50.87795255,8.041654931610928
Siegen,57076,Nordrhein-Westfalen,50.888516499999994,8.032976479817275
Siegen,57078,Nordrhein-Westfalen,50.91656775,7.997059877054677
Siegen,57080,Nordrhein-Westfalen,50.84850415,8.004861863906447
Simmerath,52152,Nordrhein-Westfalen,50.6092547,6.365411826551588
Soest,59494,Nordrhein-Westfalen,51.5744709,8.100130560252708
